,train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
1381310,1381310,Bundle of 15,3,Kids/Other/Other,,33.0,0,1.Jordan & nike lot of 2 6/9 months The first one is nike is orange ans says just do it in white w/ navy trim & logo the second is blue w/ orange trim and says just for the kicks 2.Lot of 2 0-6 month jordan onsies The first one is black red white w/ a fake zipper on front the is a coral oneise with 23 & jordan logo on the front 3.Lot of 3 0-6 month jordan onsies The first one is grey w/ white logo shoes and says jordan in black the second is teal & says air jordan 23 in white & logo in hot pink the third is a hot pink oneise says you crawl I fly in teal & white logo in white 4.Jordan & nike lot of 3 6/9 months The first is a jordan white onesie that has a basketball on the front the is a red jordan oneise the third is a black nike oneise says every day is game day 5.Jordan and nike lot of 2 6/9 months The first one is nike says super awesome was wash wear second is a jordan rwd balc and white shoe oneise wash wear 6.Nike size 12 months jordan 9/12 7.Ralph Lauren swim 12 month
238882,238882,Soccer gloves,1,Sports & Outdoors/Team Sports/Soccer,Nike,10.0,0,Goal keeping gloves New never been open Size 7 youth
343624,343624,NWT- TC- Leggings Lularoe LLR,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,18.0,1,NWT TC
1263095,1263095,Women's Duster Sweaters Medium,2,Women/Sweaters/Cardigan,Faded Glory,22.0,0,Bundle of 2 women's Duster sweaters. Navy blue and tan. Both size medium. Like new. I love to bundle to save on shipping! Check out my other listings!
1423171,1423171,2Self adhesive silicone bras rope style,1,Women/Underwear/Bras,,20.0,1,"2x bras Style: Fashion Bandage rope design, Strapless Invisible Backless Bra 2 Color to choose from Black and nude Size : Cup A Material: Silicone + Cotton Features:Breathable, Breast Lift Size:Cup A B CD A= 32A 32B 34A B= 32C 34B 36A 36B CD= 32D 34C 36C 36A 36B Gender: Female 1.This easy to use innovative 'V' shaped bra helps give you a voluptuous figure and prevents sagging. 2.It is seamless, backless,and strapless design is ultra comfortable to wear and leaves no traces on your skin when removed. 3. It's clever front clip enhances your cleavage to make the most of your assets. 4. Self-Adhesive, leaves no traces. 5. Hand wash and drip dry."
209063,209063,Kendall Kylie Pacsun Denim Skirt,3,Women/Skirts/Mini,Kendall & Kylie,19.0,0,Size 25
834131,834131,EUC Black Fitbit Charge,3,Sports & Outdoors/Exercise/Fitness technology,Fitbit,40.0,0,Worn for about a week or two before I decided I wanted to upgrade to the Blaze as it fit my needs better. The band is a size small. It's in great condition with only a few minor scratches and it works perfectly! Comes with the charger and dongle (dongle not pictured).
523007,523007,Navy blue Vans shirt,2,Women/Tops & Blouses/T-Shirts,VANS,7.0,1,10/10 condition Flawless
574578,574578,Reebok 3d ultra lite,2,Women/Shoes/Athletic,Reebok,12.0,0,No description yet
179700,179700,la girl pro concealer,1,Beauty/Makeup/Face,Sephora,6.0,1,6$ for one!
622369,622369,LuLaRoe Small Irma NWT,1,Women/Tops & Blouses/Tunic,,23.0,1,Coral and gray heathered Small Irma New with tags Smoke free/pet free home
325662,325662,Set of 2 Younique Lip BonBons,2,Beauty/Makeup/Lips,,24.0,0,Younique Lip BonBons - Set of 2! Out of box but never used. Tinted lip balm in Red Velvet Cake and Raspberry Cheesecake. [rm] value!
702463,702463,Sperry,2,Women/Shoes/Fashion Sneakers,Sperrys,26.0,0,Worn once Still in great condition Size: 8 1/2 Color: light grey Retail: [rm]
1048004,1048004,XS pink tank tops,2,"Women/Tops & Blouses/Tank, Cami",PINK,25.0,1,Brand new without tags bright color tank tops lower cut on back as seen in pics super cute pink Victoria secret
634625,634625,Light Pink Bathing Suit Top (D/DD),2,Women/Swimwear/Two-Piece,Xhilaration,14.0,0,I wore this bathing suit top once! Comes with the straps. Sizing: D/DD. Super cute!
731294,731294,Authentic Juicy Couture Gorgeous Backpak,2,Women/Women's Handbags/Backpack Style,Juicy Couture,25.0,1,"Very pretty JC back pack, bought from Nordstroms two months ago and I used it for a Vegas trip once. Mint condition . :)"
1195397,1195397,Vtg Serac NEW Snow Ski Suit Colorblock 6,2,Women/Athletic Apparel/Snowsuits & Bibs,,71.0,0,New! Beautiful piece! Bundle & Save
445790,445790,Sexy Green Cape Suit,1,Women/Coats & Jackets/Cape,,22.0,1,Lovely
201232,201232,New bella memory book!!,2,Vintage & Collectibles/Antique/Book,,14.0,0,"Never used perfect for a present ,bought it in babies r us,beautiful!! All new page comes in box brand C-R-Gibson"
1023817,1023817,Elf Contouring Blush & Bronzing Powder,2,Beauty/Makeup/Makeup Palettes,e.l.f.,4.0,1,In the shade Fiji Matte Brand new Great quality!
1004740,1004740,Calvin Klein 6Pack Bikini Panties MEDIUM,1,Women/Underwear/Panties,Calvin Klein,36.0,1,New in Pack Calvin Klein 6Pack Bikini Panties (2 units of 3Pack Bikini Panties) Different colors (as pictured) Size: MEDIUM Ships FREE
997701,997701,Forever midnight purfume,1,Beauty/Fragrance/Women,Bath & Body Works,28.0,1,Bath and body Works forever midnight perfume new in box Discontinued Retail value [rm] Free shipping
291346,291346,Miss Me Boot Cut Jeans New W/tags 109.50,1,Women/Jeans/Boot Cut,Miss Me,35.0,1,MISS ME Relaxed Boot Cut women's Jeans. New never worn w/tags. 29 waist 34 inseam. Nonsmoker. Nice cut and design. Will not be disappointed!! 100% authentic Miss me jeans from buckle store
977716,977716,400 Plus Vintage U.S Stamps Free Ship!,3,Vintage & Collectibles/Paper Ephemera/Stamps,,10.0,1,"You Will Get 400 Plus Vintage  U.S. Stamps. Great For Beginning Collectors! All Off Paper, Block & Connected Stamps Count As One. Great Deal! Free Shipping!"
148828,148828,Carter's Pastel Pink Dress Size 18 Mnths,1,Kids/Girls 0-24 Mos/Dresses,Carter's,12.0,0,Nwt Carter's Pastel Pink Special Occasion Dress Size 18 Months Comes from a pet and smoke free home Firm on price and shipping
1288569,1288569,The second amendment primer,2,Other/Books/Politics & Social Sciences,,3.0,1,Leather bound soft cover like new
1174072,1174072,Motherhood maternity maxi skirt size M,2,Women/Maternity/Skirts,Motherhood Maternity,12.0,0,This was my favorite during pregnancy so soft and comfy!
1204252,1204252,Authentic Pandora Follow The Stars Charm,2,Vintage & Collectibles/Supplies/Charm,,38.0,0,"Authentic Pandora Follow the Stars, Clear CZ & Midnight Blue Crystal #791382CZ, in new condition, retail [rm], box not included"
269797,269797,Toms size 8.5,4,Women/Shoes/Boots,TOMS,17.0,1,Please look at pictures before buying As is Need cleaning
952860,952860,MOTO 3rd gen 1hr hot sal3,1,Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,M,56.0,0,Clean imei brand new no box has charger 2 backs blue and a black. Extra pocket charger
1454015,1454015,LONG SLEEVE RIBBED SHIRT,2,Women/Tops & Blouses/T-Shirts,Old Navy,21.0,0,fits loose. size S/M women Burgundy & Off-White
35158,35158,SAS Black shoes size 9s,2,Women/Shoes/Flats,,34.0,0,Great shape no damage Retail [rm]
851847,851847,NWT - Vera Bradley Campus Tech Backpack,1,Women/Women's Handbags/Backpack Style,Vera Bradley,66.0,0,"Vera Bradley backpack in Nomadic Floral design. Seriously, one of the best backpacks around! Exterior features two zip pockets (one with interior organizational pockets). Two side pockets. Main compartment features two slip pockets, two pen slips and an ID window. Includes a specially designed grommet for headphones. Back panel and straps are padded. Zip closure. Dimensions 12"" w x 16"" h x 6 ½"" d with 2 ¾"" handle drop; 29 ¾"" adjustable straps"
1454371,1454371,American Girl Luggage and passport,3,Kids/Toys/Dolls & Accessories,American Boy & Girl,14.0,0,Price is for both
578700,578700,Gude Gudetama reusable bag,1,Other/Other/Other,,8.0,0,From Comicon 2016 Brand new. Never used
769693,769693,"LuLaRoe Outfit XL Irma, TC Leggings",1,Women/Jeans/Leggings,LuLaRoe,56.0,0,XL Irma shirt TC leggings
1173386,1173386,Gator pjs only!,3,Kids/Boys 0-24 Mos/One-Pieces,Carter's,5.0,1,Navy blue and gator pjs! Has hand covers to prevent face scratching!! Size is Newborn! FREE NB ONESIE!
368224,368224,Washington Redskins jersey RGIII,1,Sports & Outdoors/Fan Shop/NFL,,29.0,0,Washington Redskins jersey - Robert Griffin III Size - youth Large - new with tags NFL Team Apparel
1201987,1201987,Lularoe BNWT Purple Acid Washed XS Carly,1,Women/Dresses/Asymmetrical Hem,LuLaRoe,76.0,0,"This brand new with tags, extra small Carly is a stunning unicorn!!It is an acid washed purple that is awesome across seasons! It can be dressed up for an evening out or casual for just hanging out! Comes from a smoke free home Same or next Day Shipping Unicorn!"
21589,21589,Lularoe perfect green black shirt small,3,Women/Tops & Blouses/Tunic,LuLaRoe,16.0,0,Size small. Has some pilling. Shirt is more green then it appears in pictures.
1100944,1100944,Navy & White 8t Kswiss,3,Kids/Boys 2T-5T/Shoes,K-SWISS,5.0,1,Great condition.
134015,134015,Zumiez Black Beanie,3,Women/Women's Accessories/Hats,Empire,10.0,0,"Size: one size Color: black Brand: Empire Bought at Zumiez I washed it once and got fuzzy stuff on it, but still in great condition, has the fuzzy ball at he top. Feel free to ask any questions (: Please no low ball numbers or rude comments. Will be blocked ! **Check out my closet with many branded items (: **"
132925,132925,Dexter slice of life tshirt,1,Men/Tops/T-shirts,,16.0,1,New
541781,541781,VS 38C Polk a dot bra racerback Demi,3,Women/Underwear/Bras,Victoria's Secret,14.0,0,"Victoria's Secret body by Victoria Color: black front closure Sz 38C Condition: gently used minimal Wash wear fade, all in tact I DO NOT Offer Free shipping, but I will gladly bundle #10vsbra-40 38C VS Racerback Demi bra"
432931,432931,Plus Size Forever 21 Halter Top 2x,4,Women/Tops & Blouses/Halter,FOREVER 21,7.0,0,"Missing a button as shown but easy fix! Bundle this to make it worth your shipping dollars! I lost 110 pounds and literally have 1,000's of pieces clothes to sell from Size 20 to 8. I love to make deals, so don't hesitate to present reasonable offers. Check out my other listings, follow me, bundle and save on shipping. Depending on how large/heavy your bundle is the combined shipping will be [rm] or [rm]."
784047,784047,American Apparel Watermelon High Waisted,3,Women/Athletic Apparel/Shorts,American Apparel,24.0,0,Size: 26/27 No flaws
1179199,1179199,Lot 2 Express Men's Kingston Jean 36x30,1,Men/Jeans/Boot Cut,Express,49.0,0,"New with tags. Price is for both jeans together. Size 36x30. Kingston Classic Bootcut style. One medium worn, one faded dark. Retailed for [rm] per pair. Darker pair has a mark on the back of the bottom leg. Check out my other listings to make a bundle!"
632438,632438,Kids Sperrys size 12,3,Kids/Boys 2T-5T/Shoes,,16.0,0,Kids tan leather Sperrys size 12c
1126519,1126519,24 pcs flameless candle,1,Home/Home Décor/Candles & Holders,,24.0,1,"24 PCS Flameless Votive Candles Battery Operated Flickering LED Tea Light Product Description Features: Quantity: 24 Pieces Long lasting battery life up to 100 hours Battery Operated come with Pre-installed CR2032 battery No Live Fire, No Smoke & No Dripping Wax Convenient On/Off switch on the Bottom (Battery Life Results may Vary, Test Results based on single continuously turn on with FULL battery) Dimension: 36mm*42mm   Packing content: 24 x LED Tea Light"
1119107,1119107,Vintage Bloom by Jessica Simpson Perfume,1,Women/Other/Other,Jessica Simpson,13.0,0,"Launched by the design house of Jessica Simpson. This romantic fragrance features a blend of raspberry, accord, peony, musk, and sandalwood. Never been used before."
1231743,1231743,Charcoal Mask,1,Beauty/Skin Care/Face,,7.0,1,Wash off mask from Global Beauty Care
384517,384517,Yeezy for president ball cap,1,Men/Men's Accessories/Hats,,12.0,0,Black with white writing Yeezy for president baseball cap
157738,157738,Spy white sunglasses,1,Women/Women's Accessories/Sunglasses,Spy Tec,19.0,0,No description yet
1194158,1194158,FREE SHIP - Mary Kay Satin Hands Set,1,Beauty/Skin Care/Hands & Nails,Mary Kay,10.0,1,BRAND NEW Mary Kay Satin Hands Set White tea & citrus scented 1 Refining Shea Scrub 1 Nourishing Shea Cream 1 Protecting Softener 1 Mary Kay bag with satin hand instructions Travel size set - perfect for vacations! A little goes a long way!! This stuff is amazing.
1427480,1427480,TORRID White Lace Babydoll top,3,Women/Tops & Blouses/Blouse,Torrid,13.0,1,Good condition Retail [rm] Size 2x but runs small Worn several times
1118383,1118383,Too Faced White Chocolate Chip Palette!,1,Beauty/Makeup/Makeup Palettes,Too Faced,28.0,0,"Authentic, new, in the box Too Faced White Chocolate Chip palette. Retails for 26.00 plus 5.00 shipping. My price is firm. No holds, no trades, no free shipping! I will send in original package from Too Faced. I am not responsible for damage from the post office."
164817,164817,UD All Nighter Liquid Foundation,1,Beauty/Makeup/Face,Urban Decay,25.0,1,Pumped out a pea size to test and it wasn't the right shade for me sadly it's BRAND NEW!! - retails for [rm]. - make me an offer just don't low low ball me
1341,1341,vans cropped shirt,2,Women/Tops & Blouses/T-Shirts,VANS,11.0,0,super cute great condition. size small
833675,833675,VS Pink Blue Fanny Pack and Sunglasses,1,Women/Swimwear/Beach Accessories,,12.0,0,BNWT
1468187,1468187,Mac SELENA AMOR PROHIBIDO,1,Beauty/Makeup/Lips,MAC,39.0,0,Includes Amor Prohibido Will ship as soon as it arrives Mac cosmetics
1034027,1034027,adidas originals backpack - NWT,1,"Men/Men's Accessories/Backpacks, Bags & Briefcases",adidas Originals,20.0,1,Lightweight adidas backpack. Navy Blue and Red. Brand new with tags. Original price [rm] FREE SHIPPING
180341,180341,Rae Dunn Nest and Chirp birdhouses,1,Home/Home Décor/Home Décor Accents,Rae Dunn,59.0,0,Brand new Rae Dunn nest and chirp birdhouses.
480294,480294,LuLaRoe 3XL White Patrick NEW,1,Men/Tops/T-shirts,,25.0,1,NWT Size 3xl. Solid classic white. Smoke free home.
226305,226305,Converse Levi's shoes,2,Women/Shoes/Fashion Sneakers,Converse,15.0,0,Maybe worn once! Bought for me as a gift and they just don't fit me! Super cute and easy to match with outfits!
1437503,1437503,Vans Girls Or Boys Old Skool 2.5,4,Kids/Boys (4+)/Shoes,,9.0,0,Suede/canvas Vans old skool grey 2.5 in fair condition. No holes or major signs of wear still have lots of life left. Great color!
1104410,1104410,PINK pajama UT pants,2,Women/Pants/Casual Pants,PINK,10.0,0,UT pink pajama pants. Light thin cotton material
399068,399068,Green Bean Retro Jordan 5 2006 Release,3,Men/Shoes/Athletic,Air Jordan,46.0,0,Good condition for a 10 year old shoe!!
670880,670880,Superstar Adidas,2,Women/Shoes/Fashion Sneakers,Adidas,66.0,0,Superstar Adidas Only worn 3 times!!! Good Condition Decided to sell them because they sat in my closet so long and I don't wear them I still have the box as well!
1376631,1376631,Zumba indulge long sleeve top,2,Women/Athletic Apparel/Shirts & Tops,Zumba,12.0,1,Black size large
82023,82023,Judith ripka pink stone diamond bangle,3,Women/Jewelry/Bracelets,,130.0,1,Great condition with pink stone and 18k genuine diamonds!!!!hot hot hot size small
1101385,1101385,NWOT Hollister jeans FREE SHIP,2,"Women/Jeans/Slim, Skinny",Hollister,12.0,0,Worn once Too long for me They are size 1L Perfect condition :)
739146,739146,Enfamil check,1,Kids/Feeding/Bottle-Feeding,Enfamil,4.0,1,10bdollars in enfamil checks. Exp. February 2017
992684,992684,Rae Dunn Easter egg plates x2,1,Home/Kitchen & Dining/Dining & Entertaining,Rae Dunn,21.0,0,"Brand new, never used If you see something else you would like, let me know I can combine items and save you on shipping! This is the exact item you will receive. I find that most of the RD has some minor imperfections. Therefore, I am asking that on all my listings, for everyone to zoom in and make sure you will be happy with your purchase."
914195,914195,Costume Medieval Maiden,2,Women/Dresses/Full-Length,Dreamgirl,17.0,1,Queen costume M size Wore once
1207644,1207644,ON HOLD! Professional LED nail dryer gel,1,Beauty/Tools & Accessories/Nail Tools,,25.0,1,Brand new reflective interior design for Optimum light distribution Auto on off sensor removable base tray for pedicure 21 watt LED power for 30-second curing for gel nail polish manicures. Five finger curing pedicure friendly three times faster curing than traditional UV light. This is still wrapped in plastic packaging.
821261,821261,Disney little mermaid,1,Kids/Toys/Dolls & Accessories,,14.0,1,Dances plays music comes with eric
856376,856376,Shimmery Ballet,3,Women/Shoes/Flats,Mossimo,9.0,0,Cute shoes. Great color!
680222,680222,Free Ship 34B bra lot,3,Women/Underwear/Bras,Simply Vera Vera Wang,12.0,1,"Set of 3 size 34B lined bras from Simply Vera Vera Wang. Black and gray are brand new, pale purple worn twice. All 3 are lined but not padded. Have lace side and back bands, straps are adjustable length."
